,time_of_tweet,user,tweet,user_id
17,2022-07-01 23:59:33+00:00,DeFiHedgehog,"RT @DeFiHedgehog: Honk, Honk, HODL: How Bitcoin Fueled The Freedom Convoy And Defied Government Crackdown https://t.co/T0OpWKM1IW #Bitcoin…",1513231762767421445
18,2022-07-01 23:59:32+00:00,quiles_facundo,RT @AurelienOhayon: #BITCOIN IS READY FOR A MASSIVE BULL RUN. https://t.co/PBGvGt84nA,1624228458
19,2022-07-01 23:59:29+00:00,b1gw1nskuyyyy,"RT @OfficialTravlad: If #Bitcoin  hits $18,000 in the next 24hrs, I will send $1,000 to someone that has retweeted and is following! 

Let’…",1438803538415476739
20,2022-07-01 23:59:26+00:00,alexand83892839,"Buy YoStep Sneakers on YoBit and Earn $$$! Hurry to buy!
#yostep #stepn #ton #bitcoin",1413269703682924544
21,2022-07-01 23:59:22+00:00,cicisafitri6969,"@AirdropStario This Project is a really great project. 
Hopefully one day it will be able to take their project to… https://t.co/ZA4dhoXjmn",1541273806391881728
22,2022-07-01 23:59:22+00:00,localrach,RT @TheCryptoLark: Breaking! Voyager has suspended withdrawals! #bitcoin #crypto,144643777
23,2022-07-01 23:59:21+00:00,PimpleCapital,"RT @SJosephBurns: Major crypto broker Voyager Digital suspends all trading, deposits and withdrawals: CNBC #Bitcoin",1215163871268364288
24,2022-07-01 23:59:21+00:00,joyii_wins,RT @mosh_nft: First Giveaway 🎉 - $1000 in #ETH #SOL or #bitcoin,1501425819318894592
25,2022-07-01 23:59:20+00:00,a_sklll,"RT @BTC_Archive: “Thank you for selling cheap,” says President of El Salvador 

#Bitcoin https://t.co/2IVRU88CDc",104497647
26,2022-07-01 23:59:20+00:00,ameer02400594,"RT @EmmyMoonie: Damn people are scared!

The 🐻 bottom will be horrid.

It will *only* happen when 99% believe #Cryptocurrency is over and #…",1412594704500264965
27,2022-07-01 23:59:18+00:00,georgekershey,"treydongui found #bitcoin in a Blue vault at this location! Join me playing #coinhuntworld, It's awesome!… https://t.co/47c7TgdmU3",877676961291751424
28,2022-07-01 23:59:18+00:00,Han_yolo1,"RT @davthewave: #Bitcoin  

I guess we'll know one way or the other soon enough... https://t.co/liGLlX5lIw",1107115042518921216
29,2022-07-01 23:59:17+00:00,hungjae_oh,"RT @DocumentingBTC: #bitcoin is here to stay, forever

https://t.co/P3lVfqWyUo",1458537393762488322
30,2022-07-01 23:59:17+00:00,KoskosmosTony,"RT @gate_io: #Bitcoin briefly tumbled below $19K and is able to regain some of its losses today.

And in the middle of some of the less pos…",1470431321705041920
31,2022-07-01 23:59:15+00:00,RixxTech,4 hour top movers report #blockchain #crypto #cryptocurrency #kripto #kriptopara #trading #rixx #binance #bnb… https://t.co/MllExMUx24,997855218011463680
32,2022-07-01 23:59:15+00:00,2140btc,"RT @ODU_96: Message to open-minded Gold Bugs (not @PeterSchiff ) who continue to dismiss #Bitcoin, I like gold too! Gold is a great metal,…",1188564880477085698
33,2022-07-01 23:59:14+00:00,DjSaToShi18,Happy 4th of July and Happy Canada Day! Hopefully the loving people of these two great countries adopt #Bitcoin so… https://t.co/Yt6RvEv49D,1445770145259917318
34,2022-07-01 23:59:14+00:00,CryptoBrave2022,"RT @DocumentingBTC: #bitcoin is here to stay, forever

https://t.co/P3lVfqWyUo",1495201395259199488
35,2022-07-01 23:59:13+00:00,Macke_Fans,RT @BTC_Archive: 💥 Whales are buying 140k #Bitcoin each month directly from exchanges - Glassnode,281104439
36,2022-07-01 23:59:11+00:00,Macke_Fans,RT @BTC_Archive: 💥JUST IN: New spot #Bitcoin ETF application filed by VanEck.,281104439
37,2022-07-01 23:59:05+00:00,topimp21,"@tom7471 @sco_bit @inlakech_74 @JamesMelville If you can't stand the volatility, you'll never see the gains.

That… https://t.co/6yfZNoyU82",466460836
38,2022-07-01 23:59:04+00:00,CryptoBrave2022,"RT @DocumentingBTC: Each of these 450 dots represents a headline that predicted the “death” of #bitcoin

&gt; https://t.co/Sgz9orvOE8 https://…",1495201395259199488
39,2022-07-01 23:59:02+00:00,Bitcoinsupercar,"RT @deegydeegydoo: 👀 #BabyDoge 
Trending AGAIN! 
Australia loves @BabyDogeCoin 
Lfg 💥
#BabyDogeCoin #BabyDogeArmy #Crypto #BNB  #Bitcoin  #…",1465237056028770306
40,2022-07-01 23:59:01+00:00,CryptoDen2,"RT @Bitboy_Crypto: What do the Terra Luna, Celsius, and Voyager fiascos tell us?

We are way earlier than you thought we are. This is a con…",992497916467085312
41,2022-07-01 23:59:01+00:00,CryptoBrave2022,"RT @DocumentingBTC: In 2011, #Bitcoin fell below $20
In 2015, #bitcoin fell below $200
In 2017, #bitcoin fell below $2,000
In 2022, #bitcoi…",1495201395259199488
42,2022-07-01 23:59:00+00:00,bitcoincandle,"Candle of day 01/07/2022 closed.

Open: $ 19,897.39
High: $ 20,800.30
Low: $ 19,000.64
Close: $ 19,206.18

Change:… https://t.co/dD23T1UNQK",1346631714601316356
43,2022-07-01 23:59:00+00:00,MarcosR28827537,#CryptoQuantumLeap. How to determine the best exchange to use to buy or sell any #crypto token so you can get the b… https://t.co/Au081hzZhv,1365274924131246085
44,2022-07-01 23:58:58+00:00,nastychick89,RT @BitcoinMagazine: BREAKING: El Salvador bought 80 more #bitcoin 🇸🇻,56026866
45,2022-07-01 23:58:58+00:00,omnilaw,"RT @jr_sojka: Massive Crypto Crash incoming.  

As soon as they let withdrawals happen… #Bitcoin backed by sadness…",27348232
46,2022-07-01 23:58:58+00:00,lark_quark,@APompliano #Bitcoin  is now lower than it was in Dec 2017. You’re not too late.,1501932112764563460
47,2022-07-01 23:58:57+00:00,WolvesofCrypto_,"Engagement on YouTube videos is at low levels I haven't seen in months.

No one cares about #crypto right now, peop… https://t.co/LEb8wYtQwY",1396672754741497859
48,2022-07-01 23:58:57+00:00,nitrousholdings,"RT @LayahHeilpern: Netflix is down 70% YTD
Facebook is down 51% YTD
Amazon is down 37% YTD
Apple is down 24% YTD
#Bitcoin is down 58% YTD…",318217693
49,2022-07-01 23:58:55+00:00,Bttc_,RT @BitcoinMagazine: MicroStrategy CEO: It is a mistake to sell #bitcoin https://t.co/Cjt0XomKRW,1372763616198361089
50,2022-07-01 23:58:54+00:00,CoinDiva_Sniper,"RT @Stephan_barker: 75% of people never think. 
15% think they think. 
Only 5% actually think.

I think those 5% are bitcoiners

#Bitcoin",162210092
51,2022-07-01 23:58:50+00:00,DorzinPRJ,"RT @OfficialTravlad: If #Bitcoin  hits $18,000 in the next 24hrs, I will send $1,000 to someone that has retweeted and is following! 

Let’…",491660724
52,2022-07-01 23:58:48+00:00,2140btc,"RT @BtcChewy: It’s a Great #Bitcoin Thread- too bad hardly anyone has seen it

Need Retweet help or his thread dies today-  Convincing the…",1188564880477085698
53,2022-07-01 23:58:47+00:00,joserod100,"RT @BitcoinMagazine: 🚨 JUST IN: Yet another exchange has halted withdrawals.

Withdraw your #bitcoin from custodians!",198006777
54,2022-07-01 23:58:46+00:00,roguefinance1,"RT @Roman_Trading: The #Bitcoin bottom won’t come until index stocks crash another 30%+ from here.

Stop trying to guess where it is with p…",1341171325038190594
55,2022-07-01 23:58:45+00:00,knowbuddycares,RT @CedYoungelman: #Bitcoin Facts https://t.co/9SZBeDqEzk,1254130329318801410
56,2022-07-01 23:58:42+00:00,CeciliaSatori,"🎼I found #bitcoin in a Blue vault at this location! Join me playing #coinhuntworld, It's awesome!… https://t.co/R5jO2EyJw0",553117542
57,2022-07-01 23:58:40+00:00,RabiyaHossain1,"RT @WRContest: 🚨 $1,000 #GIVEAWAY 🚨

TO ENTER:

🎯 FOLLOW Me @CryptoBusy @altcryptomars
🎯 LIKE, RT &amp; Tag 3

To help buy up the #Bitcoin dip…",1542117007457300480
58,2022-07-01 23:58:39+00:00,Bitcoin8News,"The $BTC price is at $19,237.61 right now.
🔴 Compared to the last tweet, the price has dropped by $185.87 (0.96%).… https://t.co/6fWIVkMiKr",1347927540988571649
59,2022-07-01 23:58:38+00:00,trademycharts,"🧙‍♂️#Bitcoin Trade Setup

• Heading for 1 Hour Support  - DM for early access to trades like this one

#BTCUSDT… https://t.co/fADQF8EryQ",1542330832807149568
60,2022-07-01 23:58:37+00:00,N8twon,The owner of @TraxNYC telling people #bitcoin is trash. Then saying he's going to give a lesson on stocks and inves… https://t.co/FnTj7qYFv9,70464363
61,2022-07-01 23:58:32+00:00,RickyPryor7,"RT @BitcoinMagazine: 🚨 JUST IN: Yet another exchange has halted withdrawals.

Withdraw your #bitcoin from custodians!",1473019982665637896
62,2022-07-01 23:58:31+00:00,Dilaracrypto,"RT @vampthepromoter: 🎁GIVEAWAY🎁 

🏆0.5 #SOL 
🏆x5 WL Spots

Rules: 
1⃣ Follow Me &amp; @YesBullsNFT 
2⃣ RT,❤️&amp; Tag 3 Friends 

🔥Discord: https:/…",1509379644935573506
63,2022-07-01 23:58:31+00:00,kashifa51090753,"RT @Revolotto: 🐦 50K+ Twitter Followers
💎 12K+ $RVL Holders

♥ Thank you our community for your patience and trust.
👑 Hold is Gold

📊CMC: h…",1445147809762643972
64,2022-07-01 23:58:27+00:00,WFMGINC,#Crypto exchanges are making Millions off consumer 💰 #Robinhood #Voyager #Coinbase etc have halted or denied access… https://t.co/6of7KQ2loI,47681669
65,2022-07-01 23:58:27+00:00,BigSeanHarris,RT @RD_btc: This ain’t over yet MF’ers #Bitcoin https://t.co/A82N8fB4fU,2167119499
66,2022-07-01 23:58:27+00:00,LuminousConfet1,"RT @Gus21MCalderon: 🚨BREAKING (since 1971):  ""Bills of Credit"" a.k.a. #fiat money is unconstitutional.  

Read this succinct article (inclu…",1457503816807600132
67,2022-07-01 23:58:26+00:00,Lagilagi_makjii,"RT @OfficialTravlad: If #Bitcoin  hits $18,000 in the next 24hrs, I will send $1,000 to someone that has retweeted and is following! 

Let’…",1386159482858663936
68,2022-07-01 23:58:26+00:00,MessyLieWin,"RT @OfficialTravlad: If #Bitcoin  hits $18,000 in the next 24hrs, I will send $1,000 to someone that has retweeted and is following! 

Let’…",1355532819829714950
69,2022-07-01 23:58:25+00:00,_CoinDead,"RT @davthewave: #Bitcoin  

I guess we'll know one way or the other soon enough... https://t.co/liGLlX5lIw",1442997959575048196
70,2022-07-01 23:58:24+00:00,cryptonewsmtl,RT @BTC_Archive: 💥El Salvador bought another 80 #Bitcoin 🙌,1350926897585278991
71,2022-07-01 23:58:23+00:00,jayeshmthakur,"RT @JobPreference: #Hiring?
Sign up now https://t.co/o7lVlsCHXv
FREE. NO MIDDLEMAN
#ArtificialIntelligence #MachineLearning #Python #DataSc…",190097582
72,2022-07-01 23:58:22+00:00,cryptonewsmtl,"RT @mcshane_writes: buying $1 worth of #Bitcoin for every like on this tweet

until I'm all-in again",1350926897585278991
73,2022-07-01 23:58:16+00:00,JorgeStolfi,@ManuelPolavieja @jorgeangulo1 @progressivebtcr @WalkerAmerica @GaryGensler @SECGov &gt;&gt; politicians and government o… https://t.co/edWUHozail,190028536
74,2022-07-01 23:58:15+00:00,ebuxzconnection,"RT @saylor: If you love nothing, nothing will love you back. #Bitcoin",883622926490058752
75,2022-07-01 23:58:11+00:00,JuanGuarda,"RT @VinuSquad: These crypto drops are always an opportunity 🚨 Add $VINU to your bag to cut costs 👀

Green days are not far away 🚀

#BTC #ET…",136306414
76,2022-07-01 23:58:10+00:00,Sajjad29345448,"RT @frztoken: #FunFact 
DID YOU KNOW that there are several ways where we can provide users with green energy by joining FRZSS?
YUP, here t…",1492511713547145221
77,2022-07-01 23:58:09+00:00,U_neek81,"I'm using @lofty_ai to co-invest in real estate with as little as $50. If you invest too, we both get a $25 gift ce… https://t.co/aukCnKeI5L",378887475
78,2022-07-01 23:58:08+00:00,2022Alwayswin,"RT @OfficialTravlad: If #Bitcoin  hits $18,000 in the next 24hrs, I will send $1,000 to someone that has retweeted and is following! 

Let’…",1448514440140242944
79,2022-07-01 23:58:08+00:00,TonyScognamigl1,"RT @Bitboy_Crypto: What do the Terra Luna, Celsius, and Voyager fiascos tell us?

We are way earlier than you thought we are. This is a con…",1410976534463012866
80,2022-07-01 23:58:07+00:00,CEOGuy_,RT @TheCryptoLark: Many of the world's richest and most famous investors made their fortunes in bear markets! #bitcoin #crypto,1416442350423916547
81,2022-07-01 23:58:07+00:00,cryptonewsmtl,RT @BTC_Archive: 💥Take your #Bitcoin off exchanges!,1350926897585278991
82,2022-07-01 23:58:07+00:00,solitaire_my128,"RT @harris_irfan: This does not meet the requirements of sound money.

An Islamic coin already exists. #Bitcoin is the most Islamic form of…",1251164752010592256
83,2022-07-01 23:58:07+00:00,GrayGeorge29,"RT @OfficialTravlad: If #Bitcoin  hits $18,000 in the next 24hrs, I will send $1,000 to someone that has retweeted and is following! 

Let’…",1512028060111052800
84,2022-07-01 23:58:06+00:00,BlueEnergyAus,@SwingTrader1114 @jrob730 @CryptoFriday2 @saylor The #Bitcoin faithful should set up their own country to show thei… https://t.co/6Mx0nH93KL,81405782
85,2022-07-01 23:58:05+00:00,0xIndia,"🇮🇳 बिटकॉइन(BTC) आर्बिट्रेज संभावना ‼
  ✅BestAsk Exchange:Wazirx
  ⬇Price (BUY): 1BTC = 1,600,540 INR
  ✅BestBid Exc… https://t.co/NNlINxjDzA",1419581929205030915
86,2022-07-01 23:58:00+00:00,knowbuddycares,"RT @BitcoinMagazine: 🚨 JUST IN: Yet another exchange has halted withdrawals.

Withdraw your #bitcoin from custodians!",1254130329318801410
87,2022-07-01 23:58:00+00:00,CesarEs72442431,"RT @nio_teck: @VitalikButerin With @SphynxLabs Defi Mobile App release closer than ever, more buys keep coming into $Sphynx! 
Get good posi…",1359416898450989061
88,2022-07-01 23:58:00+00:00,gzelle26,"RT @OfficialTravlad: If #Bitcoin  hits $18,000 in the next 24hrs, I will send $1,000 to someone that has retweeted and is following! 

Let’…",1538013939623002113
89,2022-07-01 23:57:58+00:00,dueyfromstlouis,RT @moon_dot_gov: I love seeing plebs hit their #bitcoin goals. Keep stacking frends!,19046879
90,2022-07-01 23:57:58+00:00,btcbedford,RT @therationalroot: I present a new perspective on #Bitcoin Cycles leveraging On-chain and Cycle theory. Aligned by ATH and scaled by Real…,1339715984467365889
91,2022-07-01 23:57:58+00:00,prosp3r_,"Prosp3r found #bitcoin in a User vault at this location! Join me playing #coinhuntworld, It's awesome!… https://t.co/wp6GUyvuNw",1416212132379734016
92,2022-07-01 23:57:58+00:00,LivePriceCrypto,"#Bitcoin Last Price $19227 #BTC 🚀
Daily Indicators:
•Pivot Fibonacci:
 -Support 1: 17677
 -S2: 14285
 -S3: 8794
 -M… https://t.co/DK0zWxcmWp",1501922448324927500
93,2022-07-01 23:57:58+00:00,conews5,"Snoop Dogg Still Bullish On Ethereum Despite NFT Trades Declining 70%.

https://t.co/S2Kc6TIb8b

#Bitcoin",1343190779666296832
94,2022-07-01 23:57:56+00:00,the_djake,RT @BitcoinMagazine: JUST IN - Argentine fintech Lemon Cash enables #Bitcoin Lightning payments for its 1 MILLION+ customers 🇦🇷 🙌,1433750851
95,2022-07-01 23:57:54+00:00,bitcoinlake,"Come join us for #Guatemala #Bitcoin Happy Hour!

We're talking about all things Bitcoin: #BitcoinLake, Voyager sus… https://t.co/piHe8M7o5o",1395086713408610309
96,2022-07-01 23:57:52+00:00,nbergen0,"#Bitcoin has not changed.
#Fiat money has not magically gotten better.
Governments and central banks still run the… https://t.co/z2OK1J8HDs",986851016
97,2022-07-01 23:57:50+00:00,valescarochaa,"RT @Dennis_Porter_: We built a money that has perfect scarcity and is at least 10,000,000x better than any money in human history and yet s…",190401983
98,2022-07-01 23:57:48+00:00,GuisaRossi,RT @kingpriyom: #Bitcoin how can whales keep accumulating if #stablecoins are becoming unreliable? Where does their fiat come from?,1535670282676994049
99,2022-07-01 23:57:48+00:00,forextipps101,RT @TheCryptoLark: Breaking! Voyager has suspended withdrawals! #bitcoin #crypto,31398091
